Megnevezés,Leírás,Feladat,Fizetés
Junior webfejlesztő,Debreceni weblapkészítéssel fogalkozó partnercégünkhöz keresünk webfejlesztésben jártas nappali tagozatos diákokat.,"A feladatod lesz különböző webalkalmazások fejlesztése, adatbázisok karbantartása, rendszerezése. Az elkészűlt programkódok tesztelése. Szükséges programozási nyelvismeret a PHP és az adatbázishoz elengedhetetlen SQL.",A fizetés a megbeszélés tárgyát képzi.
